"stn","lon_o","lat_o","ele","law_id","sido","lon_l","lat_l","dist","dii","yii","xii"
608,126.64512,36.62774,86.52,4480025622,44,126.642,36.6257,0.00372773389609087,188121,313,297
609,126.35637,36.33788,36.1,4418032028,44,126.348,36.3374,0.00838375214328196,175462,292,280
610,126.44237,36.52003,16.88,4480037032,44,126.435,36.5164,0.00821546103392426,183293,305,285
611,127.2836,36.5722,26.6,3611036033,36,127.278,36.5782,0.00820731381147423,186352,310,334
612,127.13646,36.48284,24,4415012100,44,127.139,36.4833,0.00258131749306005,182130,303,326
614,126.70411,36.06248,9.59,4477031021,44,126.705,36.0598,0.00282391572111958,163443,272,301
615,127.10815,36.21164,8.15,4423010800,44,127.1,36.2078,0.00900933404864302,170088,283,324
616,126.61739,36.88936,52.4,4427010200,44,126.61,36.8883,0.00746563460129268,199557,332,295
617,127.1561,36.87817,41.03,4413325333,44,127.163,36.8834,0.00865811180339399,199589,332,327
618,126.77906,36.42371,98.75,4479025026,44,126.777,36.4178,0.00625872990310348,179099,298,305
619,127.70241,36.92297,133.44,4377025022,43,127.699,36.9172,0.00670231303357253,201426,335,358
620,127.90353,37.07371,65.43,4313042022,43,127.912,37.0792,0.0100936118411629,208662,347,370
621,128.21421,36.97325,147.63,4315033040,43,128.22,36.9761,0.00645341769916544,204466,340,388
622,128.00791,36.83909,228.09,4313032522,43,128.008,36.8424,0.00331122333888755,198434,330,376
623,127.56199,36.7956,74.72,4374525031,43,127.558,36.7952,0.00400999999998747,196000,326,350
624,127.65709,36.62435,244,4311132021,43,127.657,36.6278,0.0034511737133917,188782,314,356
625,127.8167,36.51724,328.17,4372031521,43,127.809,36.5148,0.0080773510509323,183975,306,365
626,127.81538,36.37052,122.63,4373035037,43,127.822,36.3765,0.00892103133051254,177956,296,366
627,126.29641,36.75851,41.94,4482525022,44,126.299,36.7654,0.00736072007347393,194121,323,277
628,126.81437,36.74213,38.84,4481039021,44,126.816,36.7487,0.00676918015715136,193549,322,307
629,127.20047,36.69076,84.56,3611037021,36,127.194,36.6897,0.00655625655384998,191163,318,329
630,127.79974,37.04557,111.99,4313036027,43,127.806,37.0397,0.00858163737289708,206850,344,364
631,126.61535,37.34775,9.74,2818510600,28,126.615,37.3444,0.0033682339586186,219423,365,295
632,126.93356,36.54069,58.83,4415025023,44,126.934,36.5406,0.000449110231455345,184526,307,314
633,127.09383,36.55114,75.76,4415037024,44,127.088,36.5529,0.00608986863569748,185137,308,323
634,126.86536,36.84578,29.5,4420038027,44,126.869,36.845,0.00372263347645583,197766,329,310
635,126.86024,36.1319,10.73,4476040000,44,126.859,36.1275,0.00457138928555197,166462,277,310
636,127.2407,36.3132,132,4425033023,44,127.238,36.3165,0.00426380112106513,174912,291,332
637,126.80557,36.89376,19.5,4427038033,44,126.801,36.9008,0.00839324132859046,200170,333,306
638,128.48473,37.08348,175.08,4380033021,43,128.483,37.0805,0.00344576551727431,209297,348,403
639,128.14564,36.90433,282.85,4315034021,43,128.148,36.9086,0.00487878058535456,201452,335,384
640,127.86167,36.67106,221.34,4376036047,43,127.865,36.6656,0.00639534987314487,190600,317,368
641,127.50172,36.5223,89.49,4311135022,43,127.5,36.5199,0.00295269368543838,183957,306,347
642,127.40609,36.3105,79.24,3014011600,30,127.41,36.3143,0.00545234811800995,174922,291,342
643,127.49378,36.34019,91.34,3011012800,30,127.496,36.3406,0.00225754291210061,176131,293,347
644,127.09004,36.13662,24.5,4423025331,44,127.098,36.1389,0.00828009661779068,167078,278,324
645,126.51099,36.57887,16.9,4480037000,44,126.504,36.5851,0.00936338613963796,186307,310,289
646,126.52845,36.17406,7.74,4477041024,44,126.535,36.1711,0.00718777434257903,168249,280,291
647,127.69238,36.12504,122.66,4374039021,43,127.696,36.1305,0.00655103045329345,167113,278,359
648,127.43821,36.41347,99.9,3023011800,30,127.446,36.4103,0.00841029131481079,179138,298,344
649,126.75072,37.47223,25.91,2823710900,28,126.755,37.4679,0.00608829204292777,224849,374,303
650,127.2772,38.2726,230,4278025928,42,127.277,38.2657,0.00690289794216329,259794,432,332
651,127.2056,38.27719,216.03,4278025025,42,127.207,38.2804,0.00350201370642507,260392,433,328
652,127.07807,38.02648,51.9,4180032021,41,127.079,38.0325,0.00609141198737925,249549,415,321
654,126.30761,37.25404,10.46,2872037021,28,126.301,37.249,0.00831226202666537,215191,358,277
655,124.72912,37.76024,83,2872034022,28,124.728,37.7671,0.00695082728888777,237977,396,187
656,126.19222,37.67085,14.75,2871042024,28,126.198,37.6642,0.00881083991455179,233245,388,271
657,126.50213,36.32435,31.65,4418011000,44,126.502,36.323,0.00135624481566034,174869,291,289
658,126.12143,36.7683,69.6,4482534027,44,126.127,36.7658,0.00610531735456323,194111,323,267
659,127.2057,36.343,831.7,4425033023,44,127.205,36.3445,0.00165529453571611,176114,293,330
660,128.37762,37.56197,533.47,4276034025,42,128.38,37.5672,0.00574606822095909,230360,383,396
661,128.40245,38.54385,5.5,4282031029,42,128.4,38.5505,0.00708695985595499,273101,454,395
662,126.29695,37.17066,13.27,2872036021,28,126.301,37.1661,0.00609886054931853,211579,352,277
663,125.78691,36.92863,62.53,2872035026,28,125.781,36.9314,0.00652694415480865,201315,335,247
664,126.45838,37.22468,17.72,2872036021,28,126.457,37.2208,0.00411810636094435,213996,356,286
665,126.42521,37.39043,28.32,2811015200,28,126.424,37.3868,0.00382635596880493,221218,368,284
666,126.16833,36.95871,29.6,4482535024,44,126.162,36.9591,0.0063420028382118,202541,337,269
667,126.0093,36.6476,58,4482533029,44,126.006,36.6416,0.0068476273263062,188686,314,260
669,126.07582,36.22918,20.89,4418032030,44,126.074,36.2277,0.00234580476595653,170630,284,264
670,128.62966,38.08725,4.31,4283025027,42,128.629,38.0873,0.000661891229745553,253249,421,409
671,128.5936,38.19091,3.65,4221010800,42,128.598,38.1852,0.0072086129040226,257461,428,407
672,126.48834,35.44236,10.76,4579035021,45,126.496,35.4414,0.00771992227940274,136341,227,289
673,128.71748,35.28222,20.56,4825025021,48,128.719,35.2811,0.00188806779539253,131055,218,421
674,128.82141,37.21963,822.28,4277025622,42,128.819,37.2238,0.00481632640089372,215938,359,422
675,127.52769,37.78978,52.21,4211040030,42,127.53,37.7912,0.00271154937258798,239341,398,347
676,127.42985,36.9906,143.77,4375037027,43,127.424,36.9906,0.00584999999999525,204420,340,342
678,128.7785861,37.72483056,458,4215031027,42,128.771,37.7233,0.00773896163086433,237606,395,418
679,128.7726,37.61099722,698,4215032026,42,128.766,37.6127,0.00681611764339857,232790,387,418
680,127.84468,38.21277,230.65,4279025027,42,127.84,38.2155,0.00541805315587952,258020,429,364
681,127.81167,38.24378,210.81,4278035000,42,127.806,38.2438,0.00567003527326805,259222,431,362
682,127.8647,38.2806,1062,4278037000,42,127.86,38.2845,0.00610737259384176,261031,434,365
687,127.252799,35.126202,62.2,4672033030,46,127.25,35.1321,0.00652846115099115,123142,205,334
688,126.939,35.269,31.3,4671031029,46,126.932,35.2731,0.00811233628493544,129143,215,315
689,126.898517,35.100806,75.1,2915510700,29,126.896,35.0947,0.00660443222388815,121315,202,313
690,127.1386,35.3362,98.86,4577033021,45,127.136,35.3398,0.00444072066223447,132165,220,327
691,126.95652,36.38617,23.83,4479033034,44,126.948,36.3887,0.00888770499060776,177905,296,315
692,126.9245,38.0404,33.24,4180033021,41,126.92,38.034,0.00782368199762289,249540,415,312
693,127.44011,36.72319,65.97,4311425333,43,127.436,36.7279,0.00625109590391452,192983,321,343
694,126.60936,36.70435,677.32,4481036029,44,126.609,36.7088,0.00446453805001001,191731,319,295
695,127.43197,38.11619,1050.39,4279034022,42,127.432,38.1112,0.00499009017955232,253181,421,341
696,129.08614,37.34661,82.78,4223036021,42,129.085,37.3405,0.00621544045100409,221371,368,437
697,125.91828,34.25059,1.1,4690036023,46,125.923,34.2478,0.00548292804987283,83933,140,255
698,126.2851,35.09384,25.12,4684036032,46,126.291,35.0984,0.00745678214781311,121279,202,277
699,126.46108,34.98378,37.85,4684025024,46,126.459,34.9878,0.00452623463818924,116473,194,287
700,125.96818,36.12509,52.32,4513039023,45,125.972,36.1312,0.00720586566624176,166410,277,258
701,127.67192,36.004,207.37,4573025022,45,127.675,36.0068,0.00416249924924742,161694,269,358
702,126.99435,35.94504,15.12,4514012400,45,126.993,35.9471,0.00246294539119458,158644,264,318
703,127.4374,35.7603,352.2,4572025025,45,127.432,35.7626,0.00586941223632593,150844,251,344
704,126.4775,35.6209,4.61,4580036022,45,126.48,35.6204,0.00254950975679463,144166,240,288
706,126.9727,35.3102,35.3,4671025022,46,126.967,35.3141,0.00690651865993739,130951,218,317
707,126.2084,35.058,35.08,4691025025,46,126.207,35.0574,0.00152315462117576,119468,199,272
708,126.74525,35.12886,30.35,2920015100,29,126.745,35.1235,0.00536582705647794,122510,204,304
709,127.4618,35.1974,30,4673025000,46,127.47,35.1978,0.00820975030071167,126165,210,347
710,126.744,35.025,5.8,4617039022,46,126.744,35.0273,0.00229999999999819,118296,197,304
711,126.9898,34.89711,77.34,4679034022,46,126.994,34.9014,0.00600367387522146,112893,188,319
712,127.5101,34.9442,9.47,4615011300,46,127.514,34.9497,0.00674240313241417,115332,192,350
713,127.5826,34.9751,10.87,4623025023,46,127.582,34.9761,0.00116619037897609,116540,194,354
714,126.0287,34.8791,4.3,4691033029,46,126.023,34.879,0.00570087712550023,111631,186,261
716,126.032,34.6307,5.12,4691037025,46,126.039,34.6318,0.00708590149522785,100796,168,262
717,126.3096,34.4274,12,4690033028,46,126.305,34.4256,0.00493963561408649,91782,153,278
718,126.0361,34.3328,7,4690036030,46,126.039,34.33,0.00403112887414737,87552,146,262
719,126.39771,35.81181,11.45,4513039028,45,126.397,35.8135,0.00183308483163901,152589,254,283
720,126.5499,34.1549,27.12,4689038023,46,126.552,34.1503,0.00505667875191027,79757,133,293
721,127.0282,34.3391,1.38,4689025322,46,127.035,34.3382,0.00685930025585558,88214,147,322
722,126.92875,35.13684,107.94,2911011800,29,126.93,35.1356,0.00176071008403985,123123,205,315
723,127.30898,34.02792,9.24,4613036021,46,127.312,34.0333,0.00616966773820944,74987,125,339
724,126.30157,33.95783,8.1,5011032022,50,126.303,33.9596,0.00227547797176754,71314,119,278
725,126.95414,33.52289,9.23,5011033021,50,126.957,33.5174,0.00619029078476381,52090,87,318
726,126.26786,33.12206,11.58,5013025026,50,126.267,33.1255,0.00354587083803654,34590,58,276
727,126.39293,33.40986,425.21,5011025342,50,126.399,33.4119,0.00640363178203832,47240,79,284
730,126.761,35.2794,38.2,4688036022,46,126.764,35.2746,0.00566038867923659,129133,215,305
731,126.68634,34.81665,2.2,4683025030,46,126.692,34.8216,0.007519182136366,109263,182,301
732,127.0922,34.762,146.32,4678025023,46,127.092,34.763,0.00101980390271757,106879,178,325
733,126.8917,36.0461,49.12,4514033025,45,126.892,36.0445,0.00162788205961251,162852,271,312
734,127.24573,35.98551,64.36,4571036031,45,127.249,35.9855,0.00327001529048467,160465,267,333
735,127.77305,35.89424,658,4573032030,45,127.775,35.8948,0.00202881738952103,156884,261,364
736,126.784,35.84678,6,4521041021,45,126.788,35.8525,0.00697985673204592,154418,257,306
737,126.8777,35.809,51.44,4521010700,45,126.872,35.8104,0.00586941223633694,152617,254,311
738,126.6998,35.5989,19.85,4580041022,45,126.7,35.6053,0.00640312423743235,143577,239,301
739,126.5467,35.5225,9,4579039026,45,126.547,35.5237,0.00123693168768155,139956,233,292
741,126.9843,35.0568,93.91,4679025031,46,126.98,35.0527,0.0059413803110064,119514,199,318
742,126.3306,34.9389,10.9,4684037025,46,126.324,34.9334,0.0085912746435005,114057,190,279
743,125.94688,34.77258,8.2,4691034026,46,125.939,34.7691,0.00861422080051208,106810,178,256
744,126.4364,34.6725,1,4682041029,46,126.44,34.672,0.00363455636906927,102626,171,286
745,126.7048,34.6998,80,4681036023,46,126.707,34.6979,0.00290688837074454,103846,173,302
746,126.5159,34.382,9,4682034026,46,126.521,34.3835,0.00531601354399964,89989,150,291
747,126.8585,34.1834,26,4689035021,46,126.851,34.1892,0.00948103369892328,81581,136,311
748,127.363,34.837,1.6,4678025300,46,127.361,34.842,0.00538516480712855,110507,184,341
749,127.12715,34.53472,29.3,4677025324,46,127.122,34.5293,0.00747655669409481,96647,161,327
750,127.62556,34.6308,34.87,4613033030,46,127.624,34.632,0.00196814633601935,101493,169,357
751,126.70904,33.48209,251.09,5011025930,50,126.711,33.4785,0.00409019559434591,50269,84,303
752,126.30599,33.30456,188.42,5013031027,50,126.3,33.3029,0.00621576222196187,42418,71,278
753,126.4959,33.39304,967.83,5011013900,50,126.497,33.3978,0.00488544777885939,46644,78,290
754,126.5264,35.0602,11,4686025022,46,126.526,35.0562,0.00401995024845313,119487,199,291
755,127.0853,35.1594,190.4,4679039022,46,127.082,35.1616,0.00396610640301987,124336,207,324
756,126.282,35.6015,6.26,4580042021,45,126.277,35.6074,0.00773369252038882,143552,239,276
757,127.43596,35.97436,269.51,4572040024,45,127.436,35.9692,0.00516015503642719,159874,266,344
758,127.57117,35.83521,320.16,4572033021,45,127.569,35.8294,0.0062020158013286,153862,256,352
759,127.57825,35.37162,480.56,4519046027,45,127.575,35.375,0.00468901908718251,133997,223,353
760,126.9327,35.4274,286.25,4577037031,45,126.934,35.4244,0.00326955654485468,135765,226,315
761,126.9346,35.6508,13.53,4518039030,45,126.938,35.6446,0.00707106781186487,145397,242,315
762,127.1261,35.5198,169.02,4575039025,45,127.122,35.5188,0.00422018956919545,139990,233,326
763,127.062,36.0592,38,4514039000,45,127.063,36.0566,0.00278567765543288,163464,272,322
764,127.1414,35.6736,218.9,4575036022,45,127.141,35.67,0.00362215405525359,146613,244,327
765,127.1345,34.8924,116.35,4678035021,46,127.128,34.8862,0.00898276126811968,112299,187,327
766,127.715,34.8495,67.45,4613014600,46,127.713,34.8502,0.00211896201005136,111130,185,362
767,127.3975,34.5886,12,4677035031,46,127.39,34.5945,0.00954253635046056,99673,166,343
768,127.289,35.289,100,4672025022,46,127.286,35.2829,0.00679779375974617,129766,216,336
769,126.3834,35.1993,3.25,4687036029,46,126.376,35.1943,0.00893084542469947,125498,209,282
770,126.8278,34.9474,73.27,4617042026,46,126.827,34.9442,0.00329848450049333,114689,191,309
771,126.1446,34.7269,3.61,4691040028,46,126.139,34.7278,0.00567186036499627,105016,175,268
772,126.2394,34.5319,1,4690025028,46,126.239,34.5355,0.00362215405525359,96594,161,274
773,126.636,34.7086,99.07,4683038022,46,126.64,34.7121,0.00531507290637265,104444,174,298
774,126.4662,34.8175,10.76,4684025600,46,126.474,34.8229,0.0094868329805046,109250,182,288
775,126.63538,35.1777,35.38,4686038025,46,126.628,35.1793,0.00755145019184755,124911,208,297
776,126.5531,34.4667,22.1,4682033023,46,126.555,34.4656,0.0021954498400159,93603,156,293
777,126.9347,34.5564,37.1,4680025326,46,126.939,34.5587,0.00487647413608517,97840,163,316
778,126.82181,34.79595,94,4680035030,46,126.825,34.7931,0.00427768629050742,108067,180,309
779,126.25809,33.39268,38.79,5011025027,50,126.251,33.3988,0.00936602904116284,46629,78,275
780,126.70438,33.27718,25.86,5013025321,50,126.708,33.2735,0.00516205385481455,41239,69,303
781,126.8777,33.5199,18,5011025631,50,126.875,33.5181,0.00324499614792284,52085,87,313
782,126.6194,33.38514,760.47,5011025929,50,126.611,33.3835,0.00855859801602552,46049,77,297
783,126.84076,35.23026,32.37,2917014100,29,126.848,35.2326,0.00760875811153997,127332,212,310
784,126.6126,34.8771,20.2,4683034027,46,126.609,34.8771,0.00360000000000582,111666,186,296
785,126.6827,34.4731,22,4682036023,46,126.688,34.4785,0.00756637297521066,94213,157,301
786,127.73993,34.6032,10.7,4613025022,46,127.74,34.6026,0.00060406953241945,100296,167,364
787,127.31716,34.50672,12.3,4677034027,46,127.321,34.5131,0.00744647567645095,96057,160,339
788,126.88132,35.13159,62.7,2914012800,29,126.88,35.1361,0.00469920205992296,123120,205,312
789,126.2933,34.8764,12,4691025325,46,126.29,34.8786,0.00396610640300804,111647,186,277
790,127.4674,34.5326,136,4677045023,46,127.472,34.5384,0.007402702209327,97270,162,348
791,127.58379,35.2662,413.25,4673033027,46,127.589,35.2647,0.00542163259545084,129182,215,354
792,126.81682,33.3536,80.47,5013032022,50,126.824,33.3545,0.00723618684113909,44858,75,310
793,126.22626,33.24101,2.64,5013025025,50,126.234,33.2348,0.0099232907848158,39404,66,274
794,127.42739,35.10066,75.99,4615033024,46,127.434,35.1021,0.00676503510707367,121949,203,345
795,127.13901,35.27532,87.6,4672037023,46,127.134,35.271,0.00661532312135887,129155,215,327
796,127.24476,34.23775,38,4613036025,46,127.249,34.2397,0.00466691546955454,84013,140,335
797,125.29953,34.39498,35.63,4691036030,46,125.308,34.3961,0.00854372869419701,90518,151,218
798,125.1833,34.6667,22,4691036029,46,125.188,34.6696,0.00552268050859543,102551,171,211
799,126.13762,35.20218,12.02,4687038021,46,126.14,35.2087,0.00694080686952425,126086,210,268
800,129.44368,36.72566,6.43,4793025321,47,129.435,36.7206,0.0100471886615099,194905,324,459
801,129.088,36.62497,217,4776025023,47,129.085,36.6215,0.00458703608007567,190069,316,439
802,129.3401,36.7574,141.2,4793036029,47,129.333,36.7517,0.00910494371207688,196103,326,453
803,128.81147,36.3947,219.79,4773033031,47,128.817,36.3947,0.00552999999999315,179820,299,424
804,129.33921,36.19056,37.23,4711332023,47,129.338,36.1854,0.00529997169803756,171423,285,455
805,129.094343,36.179279,227.04,4711335034,47,129.098,36.1793,0.00365706029483098,170807,284,441
806,128.2903,36.23336,41.05,4719025024,47,128.297,36.2287,0.0081612253981788,171964,286,394
807,128.69318,36.17966,114.26,4772035034,47,128.688,36.1775,0.0056123079031923,170181,283,417
808,129.56673,36.07597,11.41,4711135022,47,129.571,36.0806,0.00629839662135635,167223,278,469
809,127.97919,35.93544,205.1,4715044032,47,127.98,35.9322,0.00333971555674881,158702,264,376
810,128.29851,35.92553,34.22,4784025025,47,128.303,35.9252,0.00450211061614886,158721,264,395
811,129.20929,35.86299,32.36,4713012400,47,129.202,35.8588,0.00840834109680277,156968,261,448
812,128.28214,35.69603,41.19,4783025333,47,128.278,35.6916,0.00606337364839484,148486,247,394
813,128.73183,35.65404,77.53,4782025028,47,128.734,35.6524,0.00272001838229727,147309,245,421
814,128.66103,36.97916,302.79,4721039024,47,128.653,36.9794,0.00803358574985722,205093,341,413
815,128.46461,36.65996,102.13,4790025024,47,128.467,36.6663,0.00677552212011103,191237,318,403
816,129.5475,35.9831,42.37,4711125028,47,129.549,35.9849,0.00234307490276972,163008,271,468
817,129.22123,36.78268,383.62,4776034030,47,129.214,36.7833,0.00725653498578298,197300,328,446
818,128.14792,36.70781,217.28,4728036027,47,128.141,36.7015,0.00936496129197021,192422,320,384
819,128.88641,36.65875,203.21,4717041034,47,128.88,36.6553,0.00727946426601708,191261,318,427
820,128.52665,36.54819,75.76,4717034033,47,128.532,36.5542,0.00804627864296711,186425,310,407
821,128.07393,36.28187,91.11,4725035023,47,128.076,36.275,0.00717508188106615,173757,289,381
822,128.10165,36.08128,84.16,4715041021,47,128.104,36.0813,0.0023500851048489,165331,275,383
823,128.55577,36.24934,81.56,4772025027,47,128.554,36.25,0.00188904737896674,173183,288,409
824,128.5001,36.09561,116,4785033044,47,128.497,36.0998,0.00521211089674267,166558,277,406
825,128.3813,36.03977,29.79,4785036029,47,128.375,36.0338,0.00867933753232942,163541,272,399
826,128.79003,36.04709,130.98,4723032027,47,128.785,36.0507,0.00619136495452042,164769,274,423
827,128.743,35.82425,61.21,4729011700,47,128.741,35.8176,0.00694424221927281,154533,257,421
828,128.42384,35.69018,24.93,2771026526,27,128.43,35.6879,0.00656840924424806,148495,247,403
829,129.31815,35.71214,72.92,4713025921,47,129.314,35.7173,0.00662178978827621,150955,251,455
830,129.19957,36.06887,45.06,4711334021,47,129.195,36.0659,0.00545030274388461,165997,276,447
831,128.99708,37.04012,663.05,4792039022,47,129.001,37.0387,0.00416926852097097,208123,346,433
832,128.43373,36.38353,59.28,4773043030,47,128.439,36.3771,0.00831371156583981,178594,297,402
833,128.04189,36.53829,174.74,4725044024,47,128.05,36.5377,0.00813143283808376,185193,308,379
834,127.94422,36.44123,286.99,4725041023,47,127.944,36.4432,0.00198224620065207,180973,301,373
836,128.89548,36.27948,317,4775034043,47,128.898,36.282,0.00356381817718094,175009,291,429
837,128.6429,36.8268,188.82,4721031021,47,128.646,36.8275,0.00317804971640405,198471,330,413
838,128.27046,36.79066,451.67,4728035028,47,128.265,36.7954,0.00723043567154056,196643,327,391
839,128.89544,36.45834,129.33,4717039021,47,128.889,36.4617,0.00726382819179915,182834,304,428
840,128.8144,35.9125,71,4729025021,47,128.813,35.912,0.00148660687474966,158751,264,425
841,128.91106,36.08494,138.88,4723034032,47,128.906,36.0886,0.00624493394679504,166582,277,430
842,129.0109,35.7575,170.1,4713034023,47,129.01,35.7546,0.00303644529013516,152141,253,437
843,129.25013,36.93611,219.97,4793039021,47,129.256,36.9339,0.00627224042905271,203924,339,448
844,129.35859,36.43551,22.38,4777025021,47,129.351,36.4334,0.00787782965034827,182259,303,455
845,128.59068,35.90842,30.18,2723011500,27,128.592,35.9043,0.00432629171462796,158136,263,412
846,128.53095,35.86509,76.37,2717010500,27,128.539,35.8643,0.00808867108986134,156327,260,409
847,128.46649,36.27625,70.41,4772031039,47,128.47,36.2798,0.00499225399995527,174382,290,404
848,128.89534,35.67916,104.4,4782036000,47,128.888,35.6756,0.00815776930294002,148522,247,430
849,128.3871,36.54689,85.04,4790040021,47,128.394,36.5438,0.00756029761319122,185815,309,399
850,129.49062,35.78471,6.67,4713025024,47,129.487,35.7803,0.00570547982207354,153975,256,465
851,129.35206,37.05137,79.82,4793031030,47,129.349,37.0553,0.00498081318662541,209347,348,453
852,129.42575,37.06063,40.95,4793037021,47,129.419,37.0668,0.00914502050296941,209953,349,457
853,128.62129,36.01827,568.37,4785032035,47,128.613,36.014,0.00932507372623875,162953,271,413
854,129.1337,35.4954,160,3171040027,31,129.133,35.489,0.00643816744112668,140711,234,445
855,126.26833,33.1733,4.25,5013025026,50,126.267,33.1801,0.00692884550268666,36998,62,276
856,127.59815,35.1018,514.84,4623032024,46,127.602,35.0995,0.00448469619929723,121959,203,355
857,126.7173,34.3,4.43,4689025027,46,126.719,34.3,0.00169999999999959,86389,144,303
858,126.17,34.4296,37.5,4690035021,46,126.172,34.4259,0.00420594816896219,91774,153,270
859,129.36576,35.76129,345.86,4713031034,47,129.367,35.7569,0.00456176500929149,152764,254,458
860,128.61903,35.88515,58.81,2714010100,27,128.625,35.8896,0.00744603250059223,157536,262,414
861,126.7781,33.56233,34,5011025626,50,126.777,33.56,0.00257660629510785,53885,90,307
862,126.77919,33.47056,196.63,5011025625,50,126.776,33.4643,0.00702593054335092,49671,83,307
863,126.4316472,33.47688333,86.2,5011012300,50,126.432,33.4801,0.00323595947578215,50252,84,286
864,127.15496,35.8215,53.4,4511112100,45,127.161,35.8212,0.00604744574179762,153236,255,328
865,126.52202,33.45766,233.9,5011013400,50,126.514,33.4524,0.00959103748298529,49053,82,291
866,126.5977722,33.43020278,618.3,5011013200,50,126.595,33.4246,0.0062510988288794,47854,80,296
867,126.5304889,33.37691111,1528,5011012000,50,126.529,33.3703,0.00677669525964642,45442,76,292
868,126.4980111,33.37598889,1434,5011025321,50,126.497,33.3705,0.00558123970477207,45440,76,290
869,126.4964028,33.34831667,1260.2,5013011800,50,126.496,33.3431,0.00523219779145754,44236,74,290
870,126.55572,33.36978,1489.37,5013025328,50,126.562,33.3701,0.00628814758096926,45444,76,294
871,126.51804,33.36239,1668.26,5011025321,50,126.513,33.3567,0.00760116438448438,44839,75,291
872,127.75629,35.31913,864.74,4886036021,48,127.759,35.3168,0.00357393340732122,131600,219,364
873,127.97023,37.2557,898.26,4213038022,42,127.969,37.2578,0.00243370088549122,216491,360,373
874,127.2053,38.221,206.65,4278025021,42,127.206,38.225,0.00406078810085576,257984,429,328
875,128.46057,38.12106,1595.71,4283031033,42,128.454,38.1194,0.00677646663090506,254443,423,399
876,129.16819,37.45341,68.48,4223010600,42,129.16,37.4489,0.0093496630955443,226191,376,441
877,127.80486,37.31339,59.23,4213025024,42,127.797,37.3164,0.00841663234317296,218889,364,363
878,129.09609,37.22379,817.04,4223025032,42,129.097,37.2294,0.00568332649070747,216556,360,438
879,128.67959,37.66048,852.43,4276038026,42,128.681,37.6565,0.00422238084497932,234591,390,413
880,126.3237361,33.33279167,337.7,5011025025,50,126.316,33.3302,0.00815867615480254,43623,73,279
881,126.52954,35.73016,9.56,4580036026,45,126.532,35.7302,0.00246032518175885,148985,248,291
882,126.6042,35.25177,107.74,4688034024,46,126.612,35.2481,0.00862026101691964,127920,213,296
883,126.35989,33.36233,435,5011025339,50,126.366,33.3574,0.00785092351256197,44830,75,282
884,126.5176,33.25927,173.45,5013010300,50,126.512,33.261,0.00586113470242921,40625,68,291
885,126.67846,33.33143,244.29,5013025323,50,126.676,33.3284,0.00390288354937328,43645,73,301
886,126.5911,35.9504,10,4513015200,45,126.585,35.9503,0.00610081961707146,158620,264,294
888,127.49078,36.46267,94.44,4311135032,43,127.499,36.4647,0.00846695340721194,181549,302,347
889,126.97652,37.50036,16.23,1159010700,11,126.982,37.4936,0.00870218363401169,226066,376,316
890,126.6358444,33.31450278,302,5013025329,50,126.643,33.3149,0.00716661671142425,43041,72,299
892,126.851272,33.450108,126.7,5013025925,50,126.858,33.4499,0.00673121445209775,49074,82,312
893,126.3272222,33.46583333,25.3,5011025334,50,126.333,33.4669,0.00587543681175693,49644,83,280
894,126.95685,37.39436,77.92,4117310200,41,126.964,37.3969,0.00758775988022528,221851,369,315
895,126.86531,37.47867,52.69,4121010200,41,126.86,37.4809,0.00575925342383266,225457,375,309
896,126.93534,37.36148,84.71,4141010500,41,126.928,37.3558,0.00928105597440116,220043,366,313
897,126.96884,37.34452,80.4,4143010100,41,126.963,37.3416,0.00652931849430641,219443,365,315
898,129.3860107,35.50491883,4,3114011900,31,129.388,35.5081,0.00375195376555337,141930,236,460
899,128.5821,35.223617,24,4812710500,48,128.582,35.2298,0.00618380861605542,128639,214,413
900,129.1433,35.6202,123,3171037022,31,129.14,35.6266,0.00720069441097469,146731,244,445
901,129.4356,35.4865,83,3117010100,31,129.438,35.4926,0.00655515064663021,141331,235,463
902,127.8187,35.2424,186,4886036027,48,127.824,35.2468,0.00688839603970903,128594,214,368
903,128.51486,35.40387,13.66,4874040027,48,128.521,35.4103,0.00889069738546265,136461,227,409
904,128.9675,35.137,4.28,2653010500,26,128.965,35.1364,0.00257099202643395,125050,208,436
905,129.0429,35.4414,84.01,4833033000,48,129.046,35.4367,0.00563027530409752,138298,230,440
906,127.6428,35.2322,91,4885031000,48,127.639,35.2364,0.00566392090340462,127981,213,357
907,128.06313,34.93211,29.46,4824011700,48,128.067,34.9258,0.00740222939390814,114763,191,383
908,128.7537,35.1122,10,4812914700,48,128.762,35.1148,0.00869770084561784,123834,206,424
909,128.73823,34.78774,111.46,4831031024,48,128.732,34.7858,0.00652506704945174,109385,182,423
910,129.0742,35.06608,137.94,2620012100,26,129.079,35.0641,0.00519234051273123,122047,203,443
911,128.5772,34.6489,69,4822036028,48,128.576,34.6527,0.0039849717690428,103356,172,414
912,127.77834,35.52627,139.44,4887025027,48,127.781,35.5228,0.00437224198781722,140631,234,365
913,127.98155,34.7238,19.65,4884032022,48,127.977,34.7216,0.00505395884430507,105728,176,378
914,127.7322,35.6376,352.12,4887037025,48,127.734,35.6338,0.00420475920831931,145444,242,362
915,128.10282,35.41419,86.9,4889043028,48,128.099,35.4202,0.00712127095399301,136436,227,384
916,127.96692,35.3111,56.16,4886037022,48,127.961,35.313,0.00621742712060505,131612,219,376
